X,Y,Z
-2.568859577178955,-1.3822550773620605,2.018087863922119
-2.5160672664642334,-1.329064965248108,2.0867905616760254
-2.440279722213745,-1.3075248003005981,2.0673890113830566
-2.428800106048584,-1.3959624767303467,1.8862110376358032
-2.814253330230713,-1.304870843887329,1.8944898843765259
-2.809480905532837,-1.4178225994110107,1.8900043964385986
-2.7094247341156006,-1.3190213441848755,2.008633613586426
-2.877998113632202,-1.3822462558746338,2.160686731338501
-2.756223201751709,-1.471501111984253,2.1052162647247314
-2.736860752105713,-1.4114749431610107,2.286334753036499
-2.5970299243927,-1.3976165056228638,2.1711647510528564
-2.456827402114868,-1.3589768409729004,2.3163602352142334
-2.8485209941864014,-1.1649837493896484,2.118504047393799
-2.7122445106506348,-1.2357996702194214,2.142639636993408
-2.8287878036499023,-1.1019998788833618,2.096644878387451
-2.7379417419433594,-1.0451208353042603,2.074862241744995
-2.7193949222564697,-1.1512774229049683,1.8653627634048462
-2.850694179534912,-1.073734164237976,1.9002387523651123
-2.6628315448760986,-1.1999748945236206,1.9301787614822388
-2.4779410362243652,-1.1809303760528564,2.026655912399292
-2.4400665760040283,-1.1773422956466675,2.067723035812378
-2.555790901184082,-1.0842211246490479,1.8876298666000366
-2.5518910884857178,-0.942356288433075,1.9081376791000366
-2.854269027709961,-1.0263866186141968,1.9163470268249512
-2.7733922004699707,-0.8423096537590027,2.005073308944702
-2.7500205039978027,-0.9222254157066345,2.055028200149536
-2.8104541301727295,-1.0230810642242432,2.2198243141174316
-2.7330386638641357,-0.8272939920425415,2.271639823913574
-2.7570927143096924,-0.8931981921195984,2.251023530960083
-2.610219717025757,-1.0008854866027832,2.2427618503570557
-2.578516960144043,-0.9796691536903381,2.1185829639434814
-2.550074338912964,-0.8638975024223328,2.1481034755706787
-2.4811809062957764,-0.9394283294677734,2.310920238494873
-2.3430254459381104,-0.8624987006187439,2.276664972305298
-2.2009117603302,-0.9646751284599304,2.2446258068084717
-2.201556921005249,-0.828298807144165,2.102757215499878
-2.00797963142395,-0.8860364556312561,2.1958067417144775
-2.146116018295288,-0.8210564851760864,2.1678857803344727
-1.9542709589004517,-0.9323945641517639,2.1631274223327637
-2.0166566371917725,-1.035485863685608,2.2499887943267822
-2.0864644050598145,-1.079206943511963,2.294712543487549
-2.0407440662384033,-1.217966914176941,2.1333060264587402
-2.0989108085632324,-1.18717622756958,2.150949001312256
-2.1006925106048584,-1.2007664442062378,2.3064231872558594
-2.3734452724456787,-1.1764053106307983,2.2996251583099365
-2.286095142364502,-1.090972900390625,2.3068723678588867
-2.300835371017456,-1.098174810409546,2.046149730682373
-2.1973941326141357,-1.0707017183303833,2.054335832595825
