step,sec,dump
1576,3.988,Nsync-grv=   1125233 Nsync-hyd=    458000  r****************************************tttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXeeEcC999999HHH[[yyy++l?AA00011T7
1577,0.556,Nsync-grv=     51787 Nsync-hyd=      7708  :::rrd*********************************tttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXC9y++++++++++++++++++l"""o??AA0kF---
1578,2.989,Nsync-grv=    659857 Nsync-hyd=    265907  :************************************tttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeeEcC99999HHH[yy++++"?AA0011TF
1579,0.616,Nsync-grv=     51764 Nsync-hyd=      7712  :::rDe*********************tttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXC9y+++++++++++++++++"""o??A01F-
1580,3.603,Nsync-grv=   1015427 Nsync-hyd=    457572  r*******************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXaeeEccC99999999HH[yyy+++o?A)00111TF
1581,0.469,Nsync-grv=     51835 Nsync-hyd=      7715  ::::rDe***************************************ttttttttttttttttxxxxxxXXXXXXXXXXXXXXXh99y++++++++++++++++++++l"""o??AAW1F-
1582,2.680,Nsync-grv=    660453 Nsync-hyd=    265981  :***********************************************tttttttttttttttxxxxxxXXXXXXXXXXXXXXXXeeEcC99999HHH[[[[yyy++++"?AA00111TF
1583,0.472,Nsync-grv=     51778 Nsync-hyd=      7697  ::::rd*************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXc9[++++++++++++++++++++l"""o??AA01F-
1584,3.903,Nsync-grv=   1338068 Nsync-hyd=    457446  r*************************************************tttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXeeEcC999999HHH[yyy+++??A00W11T7
1585,0.456,Nsync-grv=     51785 Nsync-hyd=      7702  ::::rDe***************************************tttttttttttttttxxxxxxXXXXXXXXXXXXXXXC9y+++++++++++++++++++++l"""o??AA)KT--
1586,2.935,Nsync-grv=    661033 Nsync-hyd=    266018  :**************************************tttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeEEcC99999HHH[[yyy+++"???A0011TTF
1587,0.468,Nsync-grv=     51749 Nsync-hyd=      7692  ::::rDE***************************************tttttttttttttttxxxxxXXXXXXXXXXXXXXXJ9[+++++++++++++++++++++l"""oo??AA0kF--
1588,3.856,Nsync-grv=   1015401 Nsync-hyd=    457000  r***************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXeeEccC999999HHHH[[[[yyy+++"?A000k11T7
1589,0.551,Nsync-grv=     51658 Nsync-hyd=      7666  :::rrDe****************************tttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXE9Hy+++++++++++++++++++l"""o??A)KF---
1590,3.071,Nsync-grv=    661590 Nsync-hyd=    266068  :*************************************tttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeEEcC99999HH[[[yyy++++"??A00011TF
1591,0.478,Nsync-grv=     51526 Nsync-hyd=      7642  ::::rde************************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXC9y++++++++++++++++++++++++l"""oo??AA01F-
1592,3.774,Nsync-grv=   1125532 Nsync-hyd=    456867  r*********************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXeeEEcC9999999HH[[yy+++"?A)00111T7
1593,0.494,Nsync-grv=     51451 Nsync-hyd=      7608  :::rrrde**********************************ttttttttttttttxxxxxxxXXXXXXXXXXXXXXe9Hy++++++++++++++++++++++l"""o???AAK1F----
1594,2.738,Nsync-grv=    661970 Nsync-hyd=    265984  :*******************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXeeEC99999HHH[[[yyy+++"??A00011T7
1595,0.491,Nsync-grv=     51292 Nsync-hyd=      7567  ::::rrde********************************ttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXe9[+++++++++++++++++++++l"""o??AAKkF---
1596,3.571,Nsync-grv=   1015418 Nsync-hyd=    456414  r*******************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXdeeEC9999999HHH[[yyy+++??AA000111T7
1597,0.451,Nsync-grv=     51159 Nsync-hyd=      7543  ::::rDe***********************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXE9H+++++++++++++++++++++l""""o??AAK1F-
1598,2.825,Nsync-grv=    662229 Nsync-hyd=    265850  :***************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeeEcC99999HHH[yy++++"??A0011T7
1599,0.589,Nsync-grv=     51069 Nsync-hyd=      7492  :::rrd*************************tttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXaJHy+++++++++++++++++++"""oo??A)K7---
1600,3.951,Nsync-grv=   1600000 Nsync-hyd=    456294  r***********************************************************ttttttttttttxxxxxxXXXXXXXXeeEcC9999999HHH[[[yy+++"?A)00011T7
1601,0.536,Nsync-grv=     50965 Nsync-hyd=      7445  :::rrd*************************tttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXd9H++++++++++++++++++++"""o??A)KF--
1602,2.644,Nsync-grv=    662336 Nsync-hyd=    265656  :*********************************************ttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXeeEc999999HHH[yy++++"?AA0011T7
1603,0.537,Nsync-grv=     50800 Nsync-hyd=      7400  :::rDE*************************tttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXJ9y+++++++++++++++++++""""o??AAK7-
1604,3.675,Nsync-grv=   1015440 Nsync-hyd=    455857  r******************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXdeeEcCC9999999HHH[[yyyy++l?AA0000111T7
1605,0.568,Nsync-grv=     50785 Nsync-hyd=      7383  :::rrd***************************tttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXc9y+++++++++++++++++++"""o??A01F--
1606,3.006,Nsync-grv=    662145 Nsync-hyd=    265267  :***********************************ttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeeEcC99999HHH[[yyy++++??AI011T7
1607,0.599,Nsync-grv=     50738 Nsync-hyd=      7343  :::rDe********************tttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXJH+++++++++++++++++++"""o?AAK7--
1608,3.879,Nsync-grv=   1125838 Nsync-hyd=    455727  r*****************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXeeEEcC9999999HH[[yyy+++??A00K11T7
1609,0.608,Nsync-grv=     50600 Nsync-hyd=      7300  :::rDE************************tttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXCHy++++++++++++++++l"""o??A0kF--
1610,2.698,Nsync-grv=    661950 Nsync-hyd=    264903  :********************************************tttttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXXBeEcC99999HHH[yyy+++"??A)0111TF
1611,0.474,Nsync-grv=     50474 Nsync-hyd=      7254  ::::rDde**********************************tttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXE9H+++++++++++++++++++++++l""""o??AAKTF-
1612,3.510,Nsync-grv=   1015543 Nsync-hyd=    455298  r***********************************************tttttttttttttttxxxxxxXXXXXXXXXXXXXXXeeEcC9999999HHH[[[yyy+++"??AI00111TF
1613,0.465,Nsync-grv=     50322 Nsync-hyd=      7227  ::::rDE***********************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXC9[+++++++++++++++++++++++"""oo????A)KF---
1614,2.882,Nsync-grv=    661970 Nsync-hyd=    264596  :*****************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXXeEEcC99999HHH[[[[yyy++++"??A)0011TTF
1615,0.583,Nsync-grv=     50235 Nsync-hyd=      7207  ::::rrrd************************tttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXccH[[y++++++++++++++++++"""o???AIkF-----
1616,3.993,Nsync-grv=   1339037 Nsync-hyd=    455142  r***********************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXeeEcCC999999HHH[[yy+++o?A00111TF
1617,0.502,Nsync-grv=     50285 Nsync-hyd=      7208  ::::DE*******************************tttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXB9H+++++++++++++++++++l"""o??A)K7-
1618,2.758,Nsync-grv=    662321 Nsync-hyd=    264545  :*******************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXbeEcC999999HH[[yyyy++++??AA00011TTF
1619,0.590,Nsync-grv=     50355 Nsync-hyd=      7197  :::rDE**********************ttttttttttttttttttttxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXe9y++++++++++++++++++l"""o??AKF--
1620,3.592,Nsync-grv=   1015546 Nsync-hyd=    454737  r**********************************************ttttttttttttttttxxxxxxXXXXXXXXXXXXXXXeeEcJ999999HHH[[[yyy+++"??AA00011TT7
1621,0.447,Nsync-grv=     50456 Nsync-hyd=      7201  ::::rrDE*****************************************tttttttttttttxxxxxxXXXXXXXXXXXXc9Hy++++++++++++++++++++++""""o??AAKT---
1622,2.977,Nsync-grv=    662864 Nsync-hyd=    264572  r***************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXBeEC99999HHH[[yyy+++"?AA00k1TTF
1623,0.584,Nsync-grv=     50531 Nsync-hyd=      7203  :::rrE************************ttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXE9[++++++++++++++++++"""o??A)KF---
1624,4.504,Nsync-grv=   1126131 Nsync-hyd=    454593  r********************************tttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeeEcC99999HHH[[[yyy++"?A00011T7
1625,0.616,Nsync-grv=     50601 Nsync-hyd=      7202  :::rE*********************ttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXE9[++++++++++++++++"""o?AAKF-
1626,2.852,Nsync-grv=    663571 Nsync-hyd=    264669  :*****************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXeeEccC9999HHHH[[[yyy+++++o??A0011TF
1627,0.432,Nsync-grv=     50667 Nsync-hyd=      7217  ::::rDE********************************************tttttttttttttxxxxXXXXXXXXXXXXh99+++++++++++++++++++++++l"""oo??A)K7F-
1628,3.901,Nsync-grv=   1015616 Nsync-hyd=    454179  r**************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeeEC9999999HH[[yy+++???AI0011TT7
1629,0.505,Nsync-grv=     50697 Nsync-hyd=      7204  :::rDE******************************tttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXe9H++++++++++++++++++""""o??A0KF-
1630,2.991,Nsync-grv=    664162 Nsync-hyd=    264730  :***********************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXeEcC99999HH[[yyy++++o??A0011TF
1631,0.511,Nsync-grv=     50720 Nsync-hyd=      7190  :::rrDe*********************************tttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXH9H+++++++++++++++++++++l"""o??A)KF---
1632,4.670,Nsync-grv=   1472827 Nsync-hyd=    454018  r*************************************tttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeEEcC99999HHH[[yy++o?A00011T7
1633,0.690,Nsync-grv=     50591 Nsync-hyd=      7167  :::rDe******************tttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXCH++++++++++++++++l""o??AKF--
1634,2.928,Nsync-grv=    664618 Nsync-hyd=    264695  :*************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeeEC99999HH[[yyy+++"??A0011T7
1635,0.688,Nsync-grv=     50616 Nsync-hyd=      7165  :::rDE*********************ttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXEH[+++++++++++++++l""o??A07--
1636,3.667,Nsync-grv=   1015672 Nsync-hyd=    453604  r*******************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXBeeEcC9999999HHH[[[yyy+++"?AA00111T7
1637,0.531,Nsync-grv=     50666 Nsync-hyd=      7175  :::rrDE*******************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXD9Hy++++++++++++++++++++l""oo???A)K7---
1638,2.744,Nsync-grv=    665186 Nsync-hyd=    264744  :********************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXheEccCC99999HHH[yy+++++"?AA0011T7
1639,0.523,Nsync-grv=     50766 Nsync-hyd=      7187  :::rDE******************************ttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXJ9++++++++++++++++++++++l"""o??A0kF-
1640,4.024,Nsync-grv=   1126365 Nsync-hyd=    453423  r***************************************tttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeeEcC9999999HH[[yy+++o?AA00K11T7
1641,0.565,Nsync-grv=     50832 Nsync-hyd=      7184  :::rrDe***************************ttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXJHy+++++++++++++++++++l"""o??AAK7---
1642,2.846,Nsync-grv=    665750 Nsync-hyd=    264773  :***************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeeEC99999HHH[[yy+++"??A0011TF
1643,0.508,Nsync-grv=     50988 Nsync-hyd=      7193  :::rDE*********************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXj9+++++++++++++++++++++""""o?AA0kF-
1644,3.883,Nsync-grv=   1015724 Nsync-hyd=    453008  r***************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXeeEcCC999999HHH[[[[yyyy+++??AI00111TF
1645,0.593,Nsync-grv=     51064 Nsync-hyd=      7201  :::rrDE**************************tttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXJH+++++++++++++++++++l""o??AIkF----
1646,2.874,Nsync-grv=    666387 Nsync-hyd=    264807  :**************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXeEcJ99999HH[yy++++o?A0011TF
1647,0.587,Nsync-grv=     51201 Nsync-hyd=      7241  :::rDE*************************tttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXX9H++++++++++++++++++++"""o??AIkF--
1648,4.044,Nsync-grv=   1339964 Nsync-hyd=    452847  r***********************************************tttttttttttttttttxxxxxXXXXXXXXXXXXXXXXXeeEccC9999999HH[yy+++??A0000W11T7
1649,0.499,Nsync-grv=     51375 Nsync-hyd=      7258  :::rrDE*************************************ttttttttttttttxxxxxxXXXXXXXXXXXXXXe9Hy++++++++++++++++++++++"""o???AAAKTF---
1650,2.932,Nsync-grv=    666852 Nsync-hyd=    264794  :**************************************tttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeeEC99999HH[[yy+++"?A0011TF
1651,0.529,Nsync-grv=     51467 Nsync-hyd=      7252  :::rrd*********************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXe9H++++++++++++++++++++l"""o??AA0T--
1652,3.652,Nsync-grv=   1015774 Nsync-hyd=    452461  r*********************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXeeEcC999999HHHH[[[yyy+++"??A000111T7
1653,0.529,Nsync-grv=     51485 Nsync-hyd=      7253  :::rrEe***********************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXC9[+++++++++++++++++l"""o??A)K7---
1654,2.833,Nsync-grv=    667168 Nsync-hyd=    264714  :*****************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXeeEC99999HHH[[yyy++++??A)0011TF
1655,0.537,Nsync-grv=     51572 Nsync-hyd=      7281  ::::rd******************************ttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXJ9y++++++++++++++++++++l"""o?AAKT--
1656,3.895,Nsync-grv=   1126650 Nsync-hyd=    452301  :********************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXeeeEC9999999HHH[yyy+++??A00111TF
1657,0.490,Nsync-grv=     51728 Nsync-hyd=      7298  :::rrE**************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXe9Hy+++++++++++++++++++""""o??AA01F-
1658,2.984,Nsync-grv=    667474 Nsync-hyd=    264628  :**************************************ttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXX#eEcC99999HHH[[yyy++++"?AI011T7
1659,0.690,Nsync-grv=     51821 Nsync-hyd=      7306  ::rrE********************tttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXcHy++++++++++++++++l""o?A01F-
1660,3.786,Nsync-grv=   1015771 Nsync-hyd=    451912  r******************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXeeEccCC9999999HHH[yyy+++"?AA00111T7
1661,0.573,Nsync-grv=     52053 Nsync-hyd=      7344  :::rrE**********************************tttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXe9[+++++++++++++++++"""o??AAWT---
1662,2.955,Nsync-grv=    667761 Nsync-hyd=    264579  :***************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeEcC99999HHH[yyy++++o?AA0011TF
1663,0.500,Nsync-grv=     52278 Nsync-hyd=      7376  ::::DE*************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXe9H++++++++++++++++++++"""o??AA01F-
1664,5.148,Nsync-grv=   1600000 Nsync-hyd=    451741  :*****************************************ttttttttttttttxxxxxxxxXXXXXXXXXXXeeEC99999HH[[[yy+++"A003333333333333333311T7F
1665,0.564,Nsync-grv=     52395 Nsync-hyd=      7397  :::rDe****************************ttttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXD9H+++++++++++++++++"""o??AAK7F-
1666,2.958,Nsync-grv=    668051 Nsync-hyd=    264492  r**************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeEcj9999HHH[[yyy+++"??AA0011TTF
1667,0.591,Nsync-grv=     52541 Nsync-hyd=      7439  :::rDe*************************ttttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXJHy++++++++++++++++l"""o?A)KF-
1668,3.756,Nsync-grv=   1015761 Nsync-hyd=    451340  r********************************************tttttttttttttttxxxxxxxXXXXXXXXXXXXXXXdeEEcC999999HHHH[[[yyy+++??A)0000111T7
1669,0.479,Nsync-grv=     52629 Nsync-hyd=      7451  ::::rd****************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXX9Hy++++++++++++++++++"""oo??AA01F-
1670,2.950,Nsync-grv=    668284 Nsync-hyd=    264321  :******************************************ttttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXX#eEccC9999HHHH[[[yyyy++++??AI0011TF
1671,0.586,Nsync-grv=     52664 Nsync-hyd=      7479  :::rDe***************************ttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXjH+++++++++++++++++++++"""o??A01F-
1672,4.105,Nsync-grv=   1126942 Nsync-hyd=    451169  r*************************************ttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeeEC999999HH[[yy++"?A)00011T7
1673,0.577,Nsync-grv=     52737 Nsync-hyd=      7494  :::rrE*****************************tttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXJH++++++++++++++++++"""o??AAKTF--
1674,2.856,Nsync-grv=    668431 Nsync-hyd=    264179  :*******************************************ttttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXeeEcC9999HHHH[[[yyyy+++"??A00111TF
1675,0.616,Nsync-grv=     52889 Nsync-hyd=      7525  :::rDE************************tttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXCHy+++++++++++++++l""o??A)KF---
1676,3.648,Nsync-grv=   1015788 Nsync-hyd=    450786  :**********************************************tttttttttttttttxxxxxxXXXXXXXXXXXXXXeeEccCC999999HHH[[[yyy+++o?AA0000111T7
1677,0.594,Nsync-grv=     52955 Nsync-hyd=      7539  :::rDE*************************ttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXE9y+++++++++++++++++"""o??AK7---
1678,3.299,Nsync-grv=    668340 Nsync-hyd=    263920  :*******************************ttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXeEEcC9999HHH[[yyy+++"?A0011TF
1679,0.460,Nsync-grv=     53112 Nsync-hyd=      7560  ::::rDe********************************************tttttttttttttxxxxXXXXXXXXXXXXd9H+++++++++++++++++++++++l""""o??AAKTF-
1680,4.217,Nsync-grv=   1340794 Nsync-hyd=    450630  r*******************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXeeEC99999HHH[[yyy+++?AA0011T7
1681,0.503,Nsync-grv=     53205 Nsync-hyd=      7582  ::::rDde**************************************ttttttttttttttxxxxxxXXXXXXXXXXXXXXe9y++++++++++++++++++++"""""oo??AA0k7---
1682,2.804,Nsync-grv=    668324 Nsync-hyd=    263708  :********************************************tttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXXeEEccCC99999HHH[[yyy++++"??AA0111TF
1683,0.491,Nsync-grv=     53294 Nsync-hyd=      7592  ::::DE***************************************ttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXe9H++++++++++++++++++++++"""oo??A0kF-
1684,3.750,Nsync-grv=   1015798 Nsync-hyd=    450231  r*****************************************ttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXeeEccC999999HHHH[[yyy++"?A)00111TF
1685,0.490,Nsync-grv=     53257 Nsync-hyd=      7606  :::rrd***************************************ttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXJ9y+++++++++++++++++++""""o??A)K7---
1686,3.196,Nsync-grv=    668327 Nsync-hyd=    263453  r*******************************ttttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXeecJ9999HH[yyy+++????A001TTF
1687,0.699,Nsync-grv=     53191 Nsync-hyd=      7604  ::rDe****************tttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXcHy+++++++++++++++""o?AAKF-
1688,3.734,Nsync-grv=   1127291 Nsync-hyd=    450068  r*************************************************tttttttttttttttxxxxxXXXXXXXXXXXXXXeeEEcCJ999999HHH[[[yyy+++??AA00111TF
1689,0.477,Nsync-grv=     53091 Nsync-hyd=      7576  ::::rd****************************************tttttttttttttttxxxxxxxXXXXXXXXXXXXXXXh9H++++++++++++++++++++l""""o??A)KT--
1690,3.085,Nsync-grv=    668329 Nsync-hyd=    263172  :************************************tttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeEEcCC9999HHH[[[yyy++++o???AA001TTF
1691,0.492,Nsync-grv=     52854 Nsync-hyd=      7535  ::::::rrE*****************************************ttttttttttttxxxxXXXXXXXXXXXEc9H[y++++++++++++++++++++""ooo?????AA01F--
1692,3.723,Nsync-grv=   1015846 Nsync-hyd=    449660  r******************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXeeECJ999999HHH[[[yyy+++o?AA000111T7
1693,0.460,Nsync-grv=     52613 Nsync-hyd=      7509  ::::rDe*************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXC9[++++++++++++++++++++l"""o??AAIK7--
1694,2.925,Nsync-grv=    668473 Nsync-hyd=    262971  :**************************************tttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXXeEEcCJ9999HHH[[[yyy+++l???AA0011TTF
1695,0.564,Nsync-grv=     52430 Nsync-hyd=      7503  :::rD************************tttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXe9[++++++++++++++++++"""o??A0T-
1696,3.832,Nsync-grv=   1473036 Nsync-hyd=    449478  r******************************************************tttttttttttttttxxxxxxXXXXXXXXXXXXXXeeecJ999999HHH[yy+++o?A00111T7
1697,0.560,Nsync-grv=     52230 Nsync-hyd=      7484  :::rDE***********************tttttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXX9Hy++++++++++++++++"""o??A)K7--
