step,sec,dump
15487,0.013,Nsync-grv=         0 Nsync-hyd=      1211  BHdddeeeEcCJJJJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[yyyyyyyyyyyyyyyyyyy???A00000000T7777
15488,0.848,Nsync-grv=    103854 Nsync-hyd=     11801  :rE**********************************************ttttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXXX999H[y++++++++++"o?A07-
15489,0.014,Nsync-grv=         0 Nsync-hyd=      1282  BddddeeeEccCJJJJJJ9999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyy??A000000001T77
15490,1.895,Nsync-grv=    307054 Nsync-hyd=     18739  :*************************************************tttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXX99H[y++++l?)F
15491,0.015,Nsync-grv=         0 Nsync-hyd=      1255  BhddddeeeEEcCJJJJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyy??A000000001T7777F
15492,0.900,Nsync-grv=    103690 Nsync-hyd=     11790  :rE******************************************ttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXE99HH[[yy++++++++++"oA0F-
15493,0.014,Nsync-grv=         0 Nsync-hyd=      1317  BddddeeeEcCJJJJJJ99999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyy??A0000000001T77
15494,3.049,Nsync-grv=    616265 Nsync-hyd=     60418  r*********************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXXC99H[[yy++l?07
15495,0.015,Nsync-grv=         0 Nsync-hyd=      1307  BHddeeeEEcCJJJJJ99999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyy?A000000001T77
15496,0.924,Nsync-grv=    103606 Nsync-hyd=     11775  :rE*******************************************tttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXE99H[yy++++++++++"o?AT-
15497,0.013,Nsync-grv=         0 Nsync-hyd=      1358  BHdddeeeeEcCJJJJJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyyy??A0000000K1T77
15498,1.869,Nsync-grv=    307120 Nsync-hyd=     18717  :*****************************************************ttttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXX9H[y++++l?)F
15499,0.013,Nsync-grv=         0 Nsync-hyd=      1307  BHdddeeeEcCCJJJJJ9999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[yyyyyyyyyyyyyyyyyyy???A0000000K1T77
15500,0.878,Nsync-grv=    103753 Nsync-hyd=     11768  :re********************************************ttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXE99H[[y++++++++++"oAIT-
15501,0.015,Nsync-grv=         0 Nsync-hyd=      1366  BdddeeeEEcCJJJJJj999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyyyy???A0000000001T77
15502,3.430,Nsync-grv=    923635 Nsync-hyd=    154343  D**************************************ttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXdE99999HHH[[[yyyy+++?A017
15503,0.012,Nsync-grv=         0 Nsync-hyd=      1337  BhdddeeeeECJJJJJJ99999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[yyyyyyyyyyyyyyyy???A00000000kTT7777
15504,0.871,Nsync-grv=    103811 Nsync-hyd=     11763  :rE**********************************************ttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXe99HH[y++++++++++"o?A1F
15505,0.014,Nsync-grv=         0 Nsync-hyd=      1390  BhdddDeeeEcCJJJJJJJ9999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[yyyyyyyyyyyyy???A0000000kTT777
15506,1.883,Nsync-grv=    307184 Nsync-hyd=     18715  :*************************************************tttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXc9H[[y+++++oAF
15507,0.014,Nsync-grv=         0 Nsync-hyd=      1374  BdddeeeEEcCJJJJJj9999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyy???A00000000k1T77
15508,0.956,Nsync-grv=    103843 Nsync-hyd=     11735  :re*************************************ttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXc99H[[yy++++++++l"?A1F
15509,0.014,Nsync-grv=         0 Nsync-hyd=      1413  BdddeeeEEcCJJJJJJ99999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[yyyyyyyyyyyyyyyyyyyy??A000000001T77
15510,2.625,Nsync-grv=    616254 Nsync-hyd=     60379  r******************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXeC99HH[yy+++"AKF
15511,0.014,Nsync-grv=         0 Nsync-hyd=      1398  BdddeeeEEcCJJJJJ99999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyyy???A00000001T777
15512,0.945,Nsync-grv=    104048 Nsync-hyd=     11709  :re***************************************ttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXE99H[[y+++++++++l"?A1-
15513,0.015,Nsync-grv=         0 Nsync-hyd=      1440  BdddeeeEccCJJJJJJ99999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy????A00000001T777
15514,1.799,Nsync-grv=    307277 Nsync-hyd=     18707  :*******************************************************tttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXc99H[y++++"?0F
15515,0.014,Nsync-grv=         0 Nsync-hyd=      1386  BHdddeeeEcCJJJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy??A00000001T777
15516,0.855,Nsync-grv=    104091 Nsync-hyd=     11734  ::d*************************************************tttttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXXXC99H[[y++++++++++l"?AkF
15517,0.015,Nsync-grv=         0 Nsync-hyd=      1449  BhdddeeeEccCJJJJJJ999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyyy??A0000000001T777
15518,3.461,Nsync-grv=   1063076 Nsync-hyd=    187111  r******************************************ttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXecJ99999HHHH[[[yyyy++l?A017
15519,0.017,Nsync-grv=         0 Nsync-hyd=      1412  BdddeeeECJJJJJ999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyyy??????A00000000KTT777
15520,0.940,Nsync-grv=    103979 Nsync-hyd=     11728  :r**************************************ttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXe99H[[yy++++++++lo?AKF
15521,0.015,Nsync-grv=         0 Nsync-hyd=      1429  BdddeeeEEcCJJJJJJ99999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy??A00000000kT777
15522,2.283,Nsync-grv=    307267 Nsync-hyd=     18670  r***********************************ttttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXX99Hy++++"A7-
15523,0.014,Nsync-grv=         0 Nsync-hyd=      1423  BhddddeeeEEcJJJJJJJJ99999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyyyy??A00000000k1T77
15524,1.057,Nsync-grv=    104231 Nsync-hyd=     11727  :r*******************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXe99H[y++++++++l"?AT-
15525,0.014,Nsync-grv=         0 Nsync-hyd=      1461  BddddeeeEcCJJJJJJ999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[yyyyyyyyyyyy???A00000000kTT77
15526,2.892,Nsync-grv=    616200 Nsync-hyd=     60370  r*************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXX#C99HH[yy+++"A07
15527,0.015,Nsync-grv=         0 Nsync-hyd=      1438  BdddeeeEEcCJJJJJ99999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyy?????AA000000kTT7777
15528,1.057,Nsync-grv=    104366 Nsync-hyd=     11734  :r********************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXJ9H[[y++++++++"oAKF
15529,0.015,Nsync-grv=         0 Nsync-hyd=      1452  BdddeeeEEcCJJJJJJ99999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyyyyyyyy????A0000000kTT77
15530,1.923,Nsync-grv=    307196 Nsync-hyd=     18645  :*************************************************tttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXX99H[y++++"?)F
15531,0.015,Nsync-grv=         0 Nsync-hyd=      1416  BdddeeeEccJJJJJ99999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy???A000000001T77
15532,0.984,Nsync-grv=    104344 Nsync-hyd=     11737  :r*************************************tttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXe99H[yy++++++++l"?A1-
15533,0.015,Nsync-grv=         0 Nsync-hyd=      1459  BddddeeEEcCCJJJJJJ999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyy???A00000001T777
15534,3.509,Nsync-grv=    923739 Nsync-hyd=    154233  D*************************************ttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXec9999HHHH[[[[[yyyy++l?A01T
15535,0.015,Nsync-grv=         0 Nsync-hyd=      1424  BdddeeeEcCJJJJJ999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyy?????AA00000001T777
15536,1.169,Nsync-grv=    104356 Nsync-hyd=     11732  :r***************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXXc99H[[yy+++++++"o?AkF
15537,0.013,Nsync-grv=         0 Nsync-hyd=      1416  BddddeeeEcCCJJJJJJ9999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[yyyyyyyyyyyyyyyyyy????AA000000kTT77
15538,2.086,Nsync-grv=    307307 Nsync-hyd=     18640  :*******************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXX9H[[y++++"AF
15539,0.015,Nsync-grv=         0 Nsync-hyd=      1398  BdddeeeEccCJJJJJ9999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyyyy????A0000000kTT77
15540,0.921,Nsync-grv=    104550 Nsync-hyd=     11752  :rE********************************************ttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXE99H[[y+++++++++l"?AkF-
15541,0.016,Nsync-grv=         0 Nsync-hyd=      1397  BdddeeEEccCJJJJJJ99999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy??A0000000kT777
15542,2.841,Nsync-grv=    616162 Nsync-hyd=     60322  r****************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXXE999H[[yy+++"A07
15543,0.015,Nsync-grv=         0 Nsync-hyd=      1397  BHddDeeEEccJJJJJJ9999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyyy???000000000K1T777
15544,0.870,Nsync-grv=    104763 Nsync-hyd=     11740  :rE*************************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXX999H[yy+++++++++l"?A07-
15545,0.016,Nsync-grv=         0 Nsync-hyd=      1394  BdddeeeEcccCJJJJJ9999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy????A000000kT77
15546,2.056,Nsync-grv=    307370 Nsync-hyd=     18602  :******************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXX99H[++++l?AF
15547,0.015,Nsync-grv=         0 Nsync-hyd=      1372  BHddeeeEEcCCJJJJJ99999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy?A00000001T777
15548,0.922,Nsync-grv=    104842 Nsync-hyd=     11736  :rE****************************************tttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXE99H[[y+++++++++l"?AKF-
15549,0.014,Nsync-grv=         0 Nsync-hyd=      1375  BHdddeeeEccCJJJJJ99999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyyy?A0000000001T777
15550,3.810,Nsync-grv=   1481835 Nsync-hyd=    189134  D*********************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXec999999HHH[[[yyyy++oA01T
15551,0.014,Nsync-grv=         0 Nsync-hyd=      1366  BhdddeeeEEcCJJJJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyy????A0000000K1T777777
15552,0.930,Nsync-grv=    104973 Nsync-hyd=     11743  :rE*****************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXJ9HH[[y+++++++++l"?A0F-
15553,0.015,Nsync-grv=         0 Nsync-hyd=      1354  BdddeeeEcccCJJJJJ999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyy??A000000KT777
15554,2.153,Nsync-grv=    307457 Nsync-hyd=     18591  :**************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXXX9H[[y++++"A7
15555,0.015,Nsync-grv=         0 Nsync-hyd=      1380  BdddeeeEccJJJJJj999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy??A00000001T77
15556,0.848,Nsync-grv=    104916 Nsync-hyd=     11756  :rE***********************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXc99H[[y++++++++++"o?0T-
15557,0.015,Nsync-grv=         0 Nsync-hyd=      1374  BdddeeeEEccCJJJJJ99999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyy??A00000001T77
15558,3.604,Nsync-grv=    616176 Nsync-hyd=     60313  r************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXXE99HH[[[yy++o?0F
15559,0.013,Nsync-grv=         0 Nsync-hyd=      1412  BhddeeeeEcCJJJJJJ9999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[yyyyyyyyyyyyyyyyyy???AA000000000kT777
15560,0.860,Nsync-grv=    105141 Nsync-hyd=     11773  :rE*************************************************tttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXX999H[y+++++++++++"oA0F-
15561,0.015,Nsync-grv=         0 Nsync-hyd=      1403  BddddeeEEccCJJJJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyyy??A000000000KT777
15562,2.107,Nsync-grv=    307323 Nsync-hyd=     18595  r****************************************ttttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXc9H[y++++?AF
15563,0.014,Nsync-grv=         0 Nsync-hyd=      1414  BddddeeeEEcCCJJJJJ99999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyyyyyyyy???A0000000001T77
15564,0.861,Nsync-grv=    105521 Nsync-hyd=     11798  :rE***********************************************tttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXE99H[[y+++++++++++"o?AkF
15565,0.015,Nsync-grv=         0 Nsync-hyd=      1380  BdddeeeEcCJJJJJJ99999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyy??A000000000KT77
15566,3.442,Nsync-grv=    923772 Nsync-hyd=    154130  D****************************************tttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXEC99999HH[[[yyy+++?A001F
15567,0.014,Nsync-grv=         0 Nsync-hyd=      1372  BhddddeeeEEcCJJJJJJJj9999999999999999999999999999999999999999999HHHHHHHHHHHHHHH0[[[[[[[[[[[yyyyyyyyyy????A0000000kT77777
15568,0.868,Nsync-grv=    105615 Nsync-hyd=     11809  :rE************************************************tttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXd999H[y++++++++++l"??A1F
15569,0.017,Nsync-grv=         0 Nsync-hyd=      1367  BddddeeEEcCJJJJJ9999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyy???A000000KT77
15570,2.060,Nsync-grv=    307278 Nsync-hyd=     18566  :******************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXXJ9H[y++++oAF
15571,0.013,Nsync-grv=         0 Nsync-hyd=      1370  BddddeeeEcCJJJJJJ999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyyyyyyyy??A000000001777
15572,1.011,Nsync-grv=    105651 Nsync-hyd=     11796  :rr*************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXdc9HH[[[[yy+++++++++"oAWF--
15573,0.014,Nsync-grv=         0 Nsync-hyd=      1349  BdddeeeEEcCJJJJJJ9999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyy??0000000kT77
15574,2.986,Nsync-grv=    616075 Nsync-hyd=     60252  r**********************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXe999HH[[yy+++?007
15575,0.014,Nsync-grv=         0 Nsync-hyd=      1335  BhddeeeEEccCJJJJJ9999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyyy???0000000W1T777
15576,0.849,Nsync-grv=    105728 Nsync-hyd=     11786  :rE***************************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXc99H[[y++++++++++"o?A1-
15577,0.014,Nsync-grv=         0 Nsync-hyd=      1337  BddddeeeeECJJJJJJ9999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyy???A000000001T777
15578,2.175,Nsync-grv=    307262 Nsync-hyd=     18532  r************************************ttttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXXXX9H[y++++"AF
15579,0.013,Nsync-grv=         0 Nsync-hyd=      1343  BHdddeeEEEccCJJJJJJ999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyy????A00000000KTT77
15580,0.940,Nsync-grv=    105667 Nsync-hyd=     11785  :re**************************************tttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXB99H[[y+++++++++"o?)1-
15581,0.014,Nsync-grv=         0 Nsync-hyd=      1339  BdddeeeEEccCJJJJJj999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyy???A00000001T77
15582,3.608,Nsync-grv=   1062985 Nsync-hyd=    186660  D*****************************************tttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXec99999HHHH[[[[yyyy++"?A01T
15583,0.013,Nsync-grv=         0 Nsync-hyd=      1326  BhdddeeeEcCJJJJJJ9999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyy????A000000001T7777F
15584,0.933,Nsync-grv=    105871 Nsync-hyd=     11775  :re******************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXX99HH[y+++++++++"o?)1F
15585,0.016,Nsync-grv=         0 Nsync-hyd=      1370  BdddeeeEcccCJJJJJJ999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyy????A00000000kT777
15586,1.970,Nsync-grv=    307149 Nsync-hyd=     18515  :**********************************************ttttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXc9H[y+++++?AF
15587,0.014,Nsync-grv=         0 Nsync-hyd=      1384  BdddDeeEEccCJJJJJ999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyy??A000000001T77
15588,0.930,Nsync-grv=    105982 Nsync-hyd=     11746  :re******************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXE99H[[yy+++++++++l"?AkF
15589,0.015,Nsync-grv=         0 Nsync-hyd=      1401  BhdddeeeEcCJJJJJJ999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyy??A000000001T777
15590,2.897,Nsync-grv=    616079 Nsync-hyd=     60242  r************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXE99HH[[yy+++"?0T
15591,0.014,Nsync-grv=         0 Nsync-hyd=      1408  BdddeeeEECJJJJJ999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[yyyyyyyyyyyyyyyyyy???A0000000000kT777
15592,1.018,Nsync-grv=    105859 Nsync-hyd=     11720  :r**********************************tttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXJ9HH[y++++++++"??AKF
15593,0.014,Nsync-grv=         0 Nsync-hyd=      1384  BhdddeeeEEcCJJJJJJ9999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyyy???A0000000kT777
15594,2.122,Nsync-grv=    306977 Nsync-hyd=     18482  :***************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXX99H[y+++++o?AF
15595,0.014,Nsync-grv=         0 Nsync-hyd=      1427  BddddeeeEEcCJJJJJJ9999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[yyyyyyyyyyyyy??A00000001T77777
15596,0.880,Nsync-grv=    105795 Nsync-hyd=     11717  :rE********************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXJ9HH[[yy+++++++++""?A1-
15597,0.015,Nsync-grv=         0 Nsync-hyd=      1418  BdddeeeEFcJJJJJJ9999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyy???A00000001T77
15598,3.286,Nsync-grv=    923681 Nsync-hyd=    153967  D******************************************tttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXec99999HHH[[[[yyyy++o?0017
15599,0.012,Nsync-grv=         0 Nsync-hyd=      1447  BhdddeeeEEcCJJJJJJ9999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[yyyyyyyyyyyy????A0000000001TT777
15600,1.034,Nsync-grv=    105753 Nsync-hyd=     11715  :r*********************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXc9HH[yy++++++++"?AKF
15601,0.016,Nsync-grv=         0 Nsync-hyd=      1456  BdddeeeEEccCJJJJJ9999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyy?A00000001T77
15602,1.960,Nsync-grv=    306979 Nsync-hyd=     18464  :********************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXd9HH[y+++++oAF
15603,0.015,Nsync-grv=         0 Nsync-hyd=      1486  BddddeeeEcccCJJJJ99999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyy???A00000001T77
15604,0.930,Nsync-grv=    105783 Nsync-hyd=     11701  :re****************************************ttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXE99H[[y+++++++++l"?A1F
15605,0.015,Nsync-grv=         0 Nsync-hyd=      1494  BhdddeeeEccJJJJJJJJJ99999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyyyyyy??A00000000k1T77
15606,3.014,Nsync-grv=    616108 Nsync-hyd=     60213  r***********************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXXJ9HH[[[[yy++l?A07
15607,0.014,Nsync-grv=         0 Nsync-hyd=      1495  BdddeeeEEccCJJJJJ99999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyy???A000000kT777
15608,0.939,Nsync-grv=    105554 Nsync-hyd=     11693  :re****************************************ttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXe99HH[y+++++++++l"?A1F
15609,0.016,Nsync-grv=         0 Nsync-hyd=      1524  BdddeeeEccCJJJJJj99999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyy???0000000kT777
15610,1.981,Nsync-grv=    306879 Nsync-hyd=     18430  :*******************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXD9H[[y+++++?AF
15611,0.017,Nsync-grv=         0 Nsync-hyd=      1542  BdddeeEEccCJJJJj9999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy?????A000000001T77
15612,1.040,Nsync-grv=    105640 Nsync-hyd=     11694  :r**********************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXE9HH[y+++++++++"?AKF
15613,0.015,Nsync-grv=         0 Nsync-hyd=      1548  BdddeeeEEccJJJJJJ9999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyyy??A000000001T77
15614,3.415,Nsync-grv=   1346557 Nsync-hyd=    188326  D****************************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXeE999999HHHH[[yyy+++?A0017
